species,scientificName,verbatimScientificName,decimalLatitude,decimalLongitude,day,month,year
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.449848,-1.323881,2,11,2014
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.539726,-1.322451,1,7,2010
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.539726,-1.322451,29,6,2011
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.359969,-1.325304,10,8,1993
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.448901,-1.173322,19,10,2005
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.449848,-1.323881,11,4,1950
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.359025,-1.175062,,,1820
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.449848,-1.323881,13,11,2011
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.07698,2.65974,6,11,2011
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.68359,2.61254,11,10,2019
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.4937,2.28843,23,10,1999
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.4897,2.55226,31,8,2003
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.63849,1.7083,14,7,1998
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.75308,1.60733,25,9,1998
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,"Langermannia gigantea (Batsch) Rostk., 1839",50.65283,1.67705,30,9,1998
Calvatia gigantea,Langermannia gigantea (Batsch) Rostk.,Langermannia gigantea (Batsch : Pers.) Rostkovius,50.31412,2.76166,15,1,2021
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.820664,-1.333684,27,8,1991
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.83179,-2.654437,14,10,2005
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.91167,-0.329538,30,9,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.457888,-0.058267,,,1863
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.352948,-6.273697,,,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.455417,0.085569,,,1980
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.365561,0.081484,,,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462367,-2.369384,22,9,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.530254,-2.078773,,,1903
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.998361,-2.96995,5,9,1985
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.353952,0.655478,,,1999
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.170572,-2.231265,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.006006,-7.926253,,9,1989
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.471278,-2.793237,,,1880
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.339129,-4.329487,,,1986
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.796064,0.971471,,,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.554125,-0.486914,11,10,2000
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.729853,-1.186984,,,1880
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.51265,-5.761862,,,1953
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.766979,1.630285,8,10,1994
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.95859,-3.523194,,,1981
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.24992,-0.389971,24,9,1944
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.093306,-4.214805,,,1943
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.416754,-4.390204,,,1981
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462922,-1.927836,,,1975
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.359969,-1.325304,30,7,1988
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.591956,1.468096,,,1938
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.901986,0.251559,,,2002
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.551711,-2.517616,,,1905
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.193217,-1.928272,,,1975
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.641605,-2.518677,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.639965,-1.188651,,,1880
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.459062,-2.958052,7,9,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462367,-2.369384,1,10,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.253627,-0.696831,,,1965
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462367,-2.369384,1,10,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.275703,0.077419,2,2,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.365561,0.081484,18,1,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.341868,0.714295,,,1967
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.838697,-5.115702,,,1912
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.179269,-1.178514,,,1975
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.170191,-1.618553,29,9,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.83179,-2.654437,,,1952
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.78363,1.038347,,,1981
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.189394,-2.952243,10,9,2003
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.93391,-1.645607,26,8,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.170191,-1.618553,25,8,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.923499,-1.928701,21,9,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.16501,0.017921,13,7,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.1791,-0.173274,,,1981
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.365561,0.081484,,10,2000
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.84192,-1.220223,2,3,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.967349,-2.402077,,,1965
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.293715,-3.615841,15,10,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8173,-3.114298,26,9,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.001539,-0.326194,,,1985
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.280379,-2.807609,20,8,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.112533,-1.358534,28,8,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8173,-3.114298,20,1,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.803009,-4.152357,,9,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.171764,-0.430619,8,9,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.821107,-6.888232,,,1968
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.779744,1.186386,,,1938
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.901986,0.251559,,9,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.439239,-0.270226,,,1930
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.192135,-1.489408,22,8,1971
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.56368,-1.785,11,9,2005
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,57.042785,-2.908041,,,1975
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8173,-3.114298,25,9,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.263501,-0.577195,26,8,1999
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.907177,-3.116603,5,10,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.173641,-0.58017,28,9,1994
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.510468,1.166857,,,1938
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.080894,-2.077917,,,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462367,-2.369384,16,8,2002
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.630935,-1.62343,5,9,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.821389,-2.520816,6,12,1993
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.693861,1.032106,10,9,1977
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,56.582784,-3.873853,,,1980
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.600228,1.173332,,,1938
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.681688,1.475207,,,1938
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.282578,-1.634956,24,12,1989
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8186,-2.965942,7,8,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.271138,-0.316058,18,2,2006
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.16501,0.017921,3,10,1998
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8173,-3.114298,26,9,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.356538,-3.128318,,,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.425635,-5.92071,19,9,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.159502,-4.319745,,,1968
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.728194,-4.480945,,,1973
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.742601,-2.508314,,,1989
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.183221,0.216352,25,8,2001
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,56.504903,-2.732675,,,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.003518,-0.471807,6,11,1982
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.639965,-1.188651,30,6,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462367,-2.369384,19,9,1971
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.024177,-1.787502,,,1968
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.821389,-2.520816,6,12,1993
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.81733,-0.042852,,,1977
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.293929,-2.216508,,,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.443218,-0.571198,,,1962
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.531174,-0.417362,,7,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.720242,-1.471094,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.689987,1.179842,,,1983
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.010758,-3.783192,,,1934
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.644007,-0.483924,,,1965
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.908481,-2.96794,,,1986
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.873398,1.044622,,,1976
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.693861,1.032106,25,7,1976
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.873398,1.044622,2,10,1987
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.4623,-0.345997,20,9,1963
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.530256,-1.924251,,,1904
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.997783,0.492554,13,10,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.102764,-2.366404,,,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.812146,0.247078,,,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.01286,-2.365668,,,1960
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.962133,-3.202943,,8,1994
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.256554,-1.003753,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.023311,-1.502347,24,7,2001
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.814183,-0.591911,,,1968
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.79733,0.445878,,,1873
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.563854,-2.073526,12,11,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.261619,-0.427332,,,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.993915,-0.586072,23,8,1999
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,56.580225,-4.036545,,,1980
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.872304,-3.200164,,,1983
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.810118,-1.469964,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.844332,-1.788319,5,9,2003
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.267991,-2.976043,,,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.998389,-1.032947,23,10,2005
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.753535,-2.49752,14,3,2005
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.023311,-1.502347,25,5,2003
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.689987,1.179842,21,4,1979
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.628625,-2.833134,,,1953
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.538776,-1.171573,14,9,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.990445,-1.620196,11,9,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.46429,-4.185274,,,1949
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.365561,0.081484,,,1978
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.163826,1.07369,7,5,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.340754,-6.232551,12,10,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.353833,-4.130458,,,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.356571,-0.874608,16,9,2003
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.088239,-2.97197,,,1985
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.731927,-0.336173,,,1985
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.889521,-1.767687,,,1860
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8173,-3.114298,26,9,1996
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,56.503838,-2.895115,,,1991
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.814183,-0.591911,,7,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.907177,-3.116603,,,1979
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.530227,0.809921,,,1978
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.102219,-2.512394,14,9,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.167449,-0.131572,29,6,1999
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.422885,-5.766759,17,9,1983
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.359025,-1.175062,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.754064,-1.646966,14,4,2000
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.46429,-4.185274,,,1939
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.616057,-6.685044,,,1999
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.069686,-4.314912,,,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.099502,-2.950326,29,9,1989
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.006937,-0.763078,,,1982
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.449828,-2.679052,,,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.143265,1.433096,7,9,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.908481,-2.96794,15,3,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.534785,-0.719004,24,9,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.181517,-1.627375,,,1963
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.990445,-1.620196,21,8,1998
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.530256,-1.924251,27,3,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.732065,-1.631216,26,8,1994
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.812331,-0.443596,10,10,1982
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.812146,0.247078,,9,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.541433,-1.775123,,,1900
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.989039,-5.990394,25,8,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.02175,-1.217211,18,1,2004
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.29168,-3.756165,,,1979
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.624646,-0.716285,16,9,1987
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.261619,-0.427332,16,5,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462367,-2.369384,5,10,1974
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.376116,-0.636472,25,10,2001
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.990445,-1.620196,6,9,2001
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.359949,-2.677622,,,1858
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.193038,-1.781981,1,10,1997
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.267287,0.507113,,,1964
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.462741,-1.780653,20,9,1998
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.830915,-1.203266,11,4,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.541043,-2.378714,22,8,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.104694,-0.501634,,,1960
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.998361,-2.96995,,9,1985
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.022618,-1.359776,5,9,2005
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.664648,-2.072108,,,1972
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.359025,-1.175062,21,7,1991
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.69991,-6.216965,,,1883
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.891464,-7.455314,,,1963
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.781933,-5.747009,,10,1985
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.822508,-2.07564,19,9,1970
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.830915,-1.203266,,,1984
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.9096,-2.819267,8,11,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,54.527306,-1.151691,,,1992
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.74508,-3.489589,,,1901
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.204017,-1.786677,,,1990
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.825553,-0.622945,,,1965
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.282542,-0.352462,2,10,1995
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.09163,-1.628151,,,1986
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.56368,-1.785,22,10,2000
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.965887,-2.722454,,,1975
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,51.4623,-0.345997,13,7,1963
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.799773,-6.389694,,,1987
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,52.8186,-2.965942,3,11,1991
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,56.414009,-2.893004,,,1930
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,53.631315,-1.774646,,,1957
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,55.695327,-2.876545,,,1887
Calvatia gigantea,Calvatia gigantea (Batsch) Lloyd,Calvatia gigantea,50.918624,-3.921941,,,1909
