"","species","scientificName","verbatimScientificName","decimalLatitude","decimalLongitude","day","month","year"
"19406","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.278064,-5.070456,8,10,1980
"19407","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.802826,-5.620075,16,10,2004
"19408","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.084484,0.640011,31,10,1999
"19415","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.572819,-3.757238,21,9,1999
"19416","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.351815,-5.164214,9,11,2000
"19418","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.007612,-9.529849,27,10,2002
"19419","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.265745,-5.018159,4,10,1970
"19420","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.653293,-3.62815,19,11,2000
"19421","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.456312,-3.25233,19,9,2004
"19422","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.246083,-5.929756,6,9,1997
"19423","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.121498,-3.900985,18,9,1995
"19425","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.542956,-5.661569,25,8,1986
"19429","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.111641,-2.787063,14,10,1998
"19437","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.648802,-0.917387,11,11,2000
"19440","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.360108,0.368529,24,10,2000
"19444","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.833119,-0.368336,30,10,1999
"19447","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.524711,-3.160298,8,10,2000
"19457","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.651494,-4.431429,10,10,2004
"19458","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.375449,-4.745841,26,9,1985
"19459","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.722262,-5.679,18,8,1988
"19471","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.191393,-2.659707,20,9,1982
"19476","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.271403,-1.626594,29,10,2004
"19477","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.835897,-3.300994,28,8,1985
"19489","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.455589,-4.60754,6,11,2000
"19491","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.087619,0.497382,17,10,1971
"19493","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.380338,-1.067422,14,10,1995
"19495","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.868693,-4.261025,16,9,1993
"19501","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.158081,-2.550832,10,11,2000
"19505","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.287803,-0.782493,10,10,2000
"19516","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.754575,-2.072246,26,10,1997
"19518","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.83179,-2.654437,15,10,1999
"19521","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.57447,-4.361844,28,9,1999
"19527","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.024347,-2.072666,6,11,1975
"19529","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.006119,0.065352,NA,NA,1987
"19541","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.653239,-1.64003,30,12,1989
"19543","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.107971,-3.215533,2,10,1999
"19552","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.70999,-1.923918,27,9,1998
"19557","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.339018,-1.922721,12,8,1998
"19571","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.158689,-2.393897,8,10,2000
"19581","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.43624,-3.003618,7,10,1997
"19585","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.913758,-4.786823,7,9,1999
"19592","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.739945,-1.06004,18,10,1992
"19595","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.899977,-2.534143,21,9,2002
"19596","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.453273,-5.251889,7,9,2000
"19603","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.029395,-4.649461,4,9,1980
"19609","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.542953,-5.259881,25,9,1998
"19621","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.920929,-0.222988,6,10,1974
"19627","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.468976,-3.081134,30,9,1973
"19643","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.260129,-5.732522,28,9,2005
"19651","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.012317,-2.511366,28,11,2004
"19652","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.526095,-3.005821,14,10,1997
"19657","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.079802,-3.718235,NA,NA,1978
"19663","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.269302,-4.878035,8,11,2000
"19664","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.08099,-5.308845,28,8,1994
"19666","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.532163,-7.460112,NA,NA,1982
"19672","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.503838,-2.895115,30,11,1970
"19681","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.247935,-2.552075,4,10,2001
"19701","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.901143,-1.92539,NA,NA,1982
"19702","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.713183,-5.611112,25,9,2004
"19712","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.819654,-0.187849,8,11,1997
"19718","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.170769,-2.078087,NA,NA,1988
"19724","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.752862,-1.363461,13,9,1982
"19725","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.044741,-2.578461,9,9,2000
"19751","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.455417,0.085569,13,11,1980
"19755","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.995596,-5.131686,28,8,1994
"19763","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.100686,-0.216104,17,1,1999
"19772","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.889717,-2.079475,14,9,2002
"19774","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.95015,-3.23459,29,10,1999
"19775","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.234041,-4.533086,28,9,1976
"19779","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.632631,-5.267921,22,9,1998
"19785","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.462419,-5.329015,20,9,1984
"19791","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.630935,-1.62343,20,10,1994
"19795","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.933392,-1.503306,29,11,1998
"19801","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.735669,-0.625679,10,10,1982
"19807","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.601166,-3.350588,9,10,1994
"19808","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.964252,-5.89297,27,10,1992
"19810","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.193217,-1.928272,20,10,1974
"19824","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.462367,-2.369384,12,11,2001
"19828","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.811265,-1.925549,20,10,1994
"19831","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.966313,-3.797833,26,9,1992
"19833","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.263648,-7.770553,18,10,2000
"19840","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.270267,0.363905,2,10,1988
"19848","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.174959,-5.147455,8,9,1999
"19849","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.443512,-8.077813,19,10,2000
"19851","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.545111,-8.076164,17,9,1989
"19855","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.402055,-2.916912,NA,NA,2001
"19856","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.18829,-0.06962,NA,NA,1981
"19867","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.728194,-4.480945,23,9,2000
"19875","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.799855,-1.92375,10,10,1998
"19889","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.903884,-6.291609,7,10,2004
"19890","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.555037,-4.149946,15,9,1973
"19894","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.970009,-6.361995,NA,9,1975
"19898","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.193038,-1.781981,20,10,1974
"19899","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.443512,-7.92368,20,9,2001
"19908","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.734329,-4.773,16,10,2000
"19937","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.475094,-4.252894,23,10,2004
"19951","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.787656,-2.400223,28,9,2002
"19955","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",50.291307,-5.059614,20,11,2021
"19956","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.253704,0.047708,21,11,2021
"19957","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.878734,-4.443257,18,11,2021
"19958","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",56.133031,-4.330283,5,11,2021
"19959","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.075095,0.456453,6,11,2019
"19960","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",55.726937,-3.441922,4,11,2021
"19961","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",56.170834,-4.380618,24,10,2021
"19962","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",55.084775,-2.120727,17,10,2021
"19963","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",56.557322,-3.612262,15,9,2021
"19964","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis (Bull.) QuǸl.",55.599788,-3.32005,21,10,2021
"19965","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",56.187586,-4.382781,18,9,2021
"19966","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",56.249956,-4.217974,2,10,2021
"19967","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",57.6031,-3.60382,21,9,2021
"19968","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",55.733536,-2.743383,26,8,2020
"19969","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",57.588512,-4.604533,30,9,2021
"19970","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.31211,-4.844003,15,12,2020
"19971","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.800602,-1.112133,14,10,2020
"19972","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.607652,0.314439,10,11,2020
"19973","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.237128,-3.764083,1,10,2020
"19974","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.284731,-5.660306,12,11,2020
"19975","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.460124,-2.631113,29,9,2012
"19976","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.537997,-5.360057,7,11,2020
"19977","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.385976,-2.361399,8,10,1982
"19978","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.38593,-2.376092,15,11,1981
"19979","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.36462,-2.96335,15,8,2004
"19980","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.357128,-2.757616,NA,NA,1976
"19981","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.39492,-2.376168,14,10,1998
"19982","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.418553,-2.964525,30,9,2010
"19983","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.403284,-2.537925,28,11,2001
"19984","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.357033,-2.772298,28,10,1999
"19985","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.417767,-3.004944,3,11,2019
"19989","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.447316,-3.018859,8,10,2018
"19991","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.199384,-5.905272,25,9,2015
"19992","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.93429,-5.980358,28,3,2006
"19993","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.241586,-5.178926,7,8,2002
"19994","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.140803,-5.25491,19,11,2002
"19995","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.23304,-5.161121,20,8,2001
"19996","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.16727,-5.274339,14,11,2004
"19997","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.15917,-5.239584,18,9,2011
"19998","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.350879,-5.120365,16,11,2002
"19999","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.078464,-5.232261,2,10,2003
"20000","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.150632,-5.221806,17,9,2002
"20001","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.961901,-4.410152,NA,11,2004
"20002","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.96824,-4.545852,7,10,2006
"20004","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.1596,-5.222618,2,7,2001
"20005","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.886931,-4.978791,10,8,2002
"20007","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.016381,-4.379953,13,9,2011
"20008","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.955049,-4.747765,7,11,2005
"20010","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.301892,-4.911186,18,9,2005
"20011","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.511598,-3.940686,1,9,2020
"20012","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.669797,0.068189,3,1,2021
"20013","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.153847,-0.783278,27,12,2020
"20014","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",53.116871,-3.164762,23,10,2020
"20015","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.203308,-0.610956,22,11,2020
"20016","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",55.648142,-2.630687,14,11,2020
"20017","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",51.246411,0.169262,22,11,2020
"20018","Craterellus tubaeformis","Craterellus tubaeformis (Fr.) QuǸl.","Craterellus tubaeformis",55.68577,-2.690448,9,11,2020
"20019","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.390295,-4.345037,18,9,2011
"20020","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.493085,-4.376957,29,9,2019
"20021","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.577306,-4.541477,25,10,2011
"20022","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.666167,-4.34438,15,9,2013
"20023","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.255291,-3.459432,12,10,2003
"20024","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.666878,-4.354486,15,9,2013
"20026","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.540981,-5.483287,23,9,2012
"20027","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.190605,-4.773485,25,9,2007
"20028","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",58.489066,-4.628927,8,10,2009
"20030","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.222297,-3.58824,10,10,2018
"20031","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.779359,-4.06158,5,10,2017
"20032","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.36071,-3.560784,21,10,2018
"20033","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.398168,-4.329977,16,9,2013
"20034","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.578216,-4.540872,25,10,2011
"20035","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.319435,-5.032375,29,8,2018
"20037","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.558432,-4.592409,NA,NA,1981
"20038","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.393845,-4.340187,10,11,2013
"20039","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.531597,-4.535454,27,10,2011
"20041","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",53.216705,-4.170802,29,9,2001
"20042","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",57.301917,-5.641253,25,10,2017
"20043","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.849788,-3.158739,2,10,2008
"20044","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.500366,-4.435654,20,9,1992
"20045","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.322979,-2.7835,20,10,2008
"20046","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.595234,-2.363024,31,12,2005
"20047","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.706689,-3.412682,22,9,1983
"20048","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.805206,-3.134848,10,10,1993
"20049","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.805164,-3.139198,30,10,2002
"20052","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",55.673676,-4.466298,1,12,2003
"20056","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.559221,-5.253435,21,9,2019
"20057","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.455158,-4.881216,12,8,2017
"20058","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.558268,-5.25547,21,9,2019
"20059","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.527262,-5.307867,10,9,2011
"20060","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.537155,-4.81359,2,10,2011
"20061","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.574797,-5.378796,10,9,2011
"20062","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.436929,-5.209868,4,9,2012
"20063","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.496318,-5.422924,25,10,2011
"20064","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.718643,-4.956272,26,9,2012
"20065","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.427729,-5.249001,23,10,2016
"20066","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.497448,-5.421076,30,9,2012
"20067","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.197188,-5.566669,1,10,2016
"20068","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.561186,-5.391665,7,9,2018
"20069","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.410209,-5.438533,30,10,2012
"20070","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.433682,-5.311086,23,8,2011
"20071","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.436047,-5.205737,22,9,2012
"20072","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.437611,-5.207816,4,10,2016
"20073","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.436827,-5.210346,12,10,2013
"20074","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.376224,-5.47403,26,11,2013
"20075","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.518421,-5.344256,5,9,2015
"20076","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.536362,-4.796938,8,9,2012
"20078","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",56.527522,-5.29813,23,8,2011
"20079","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.273688,-4.351192,11,11,2012
"20080","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.269955,-4.535289,30,8,2014
"20081","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.178867,-4.591013,27,10,2013
"20083","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.232736,-4.594389,28,10,2012
"20086","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.159578,-4.651083,18,9,2013
"20089","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.232072,-4.625038,15,10,2012
"20090","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",50.387737,-4.624918,NA,10,1997
"20091","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",54.57663,-3.312614,28,10,2008
"20092","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",52.917718,1.255284,18,1,2014
"20093","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.795039,-0.589797,18,9,1994
"20094","Craterellus tubaeformis","Cantharellus tubaeformis Fr.","Cantharellus tubaeformis",51.738667,-3.08756,10,10,2012
