"","species","lat","lon","month","year"
"9055","Boletus edulis",51.466007,-0.633794,9,1995
"9056","Boletus edulis",56.717336,-5.842032,8,1982
"9057","Boletus edulis",57.405142,-2.251283,10,1998
"9058","Boletus edulis",54.346383,-3.001427,8,1997
"9059","Boletus edulis",55.875006,-2.88059,9,1980
"9060","Boletus edulis",50.843471,-1.504261,9,1983
"9061","Boletus edulis",53.077607,-0.135465,10,1984
"9062","Boletus edulis",51.360108,0.368529,9,1994
"9063","Boletus edulis",53.271772,-2.226381,9,1976
"9064","Boletus edulis",51.084484,0.640011,11,1992
"9067","Boletus edulis",50.754064,-1.646966,9,1984
"9068","Boletus edulis",51.558905,-0.919523,10,1995
"9069","Boletus edulis",57.651494,-4.431429,10,2004
"9070","Boletus edulis",52.372468,-2.368633,11,2003
"9071","Boletus edulis",51.273073,0.220673,10,2004
"9072","Boletus edulis",53.173641,-0.58017,10,1993
"9073","Boletus edulis",52.007612,-9.529849,10,2001
"9074","Boletus edulis",52.907177,-3.116603,8,2004
"9077","Boletus edulis",52.011594,-2.657058,10,1987
"9079","Boletus edulis",55.158689,-2.393897,10,2003
"9081","Boletus edulis",51.832508,-2.509326,9,1994
"9084","Boletus edulis",50.753549,-1.505211,10,2000
"9086","Boletus edulis",56.946473,-3.563257,8,1997
"9088","Boletus edulis",57.225489,-2.250059,9,1975
"9089","Boletus edulis",51.180425,0.359305,11,2003
"9090","Boletus edulis",53.268019,-1.026875,10,1997
"9091","Boletus edulis",50.843471,-1.504261,10,1982
"9092","Boletus edulis",51.922413,-2.510343,10,2000
"9093","Boletus edulis",53.167449,-0.131572,9,1987
"9095","Boletus edulis",51.449947,0.373176,10,2001
"9097","Boletus edulis",50.843471,-1.504261,10,1980
"9098","Boletus edulis",50.754575,-2.072246,9,1996
"9099","Boletus edulis",50.823799,0.199286,10,2004
"9101","Boletus edulis",50.93391,-1.645607,12,2003
"9103","Boletus edulis",51.365561,0.081484,11,1979
"9104","Boletus edulis",51.460183,-0.202123,10,2005
"9105","Boletus edulis",53.268019,-1.026875,10,1994
"9106","Boletus edulis",55.772128,-3.994188,10,1995
"9107","Boletus edulis",53.721385,-1.925707,9,1984
"9109","Boletus edulis",54.526095,-3.005821,7,1997
"9110","Boletus edulis",52.9937,-6.288065,8,1988
"9111","Boletus edulis",50.93391,-1.645607,8,1999
"9112","Boletus edulis",51.174308,0.64514,8,1997
"9113","Boletus edulis",53.167449,-0.131572,10,1993
"9118","Boletus edulis",53.989866,-1.467685,10,1999
"9119","Boletus edulis",51.163826,1.07369,11,1998
"9120","Boletus edulis",53.173641,-0.58017,9,2002
"9122","Boletus edulis",50.843988,-1.646288,9,1978
"9123","Boletus edulis",51.365561,0.081484,10,1981
"9124","Boletus edulis",51.466007,-0.633794,9,1994
"9125","Boletus edulis",51.830915,-1.203266,10,2000
"9127","Boletus edulis",50.843471,-1.504261,10,1993
"9128","Boletus edulis",53.810692,-1.621822,10,2000
"9129","Boletus edulis",51.380338,-1.067422,10,1998
"9130","Boletus edulis",52.642171,-1.631972,9,1987
"9132","Boletus edulis",57.038225,-3.402308,9,1997
"9133","Boletus edulis",50.843471,-1.504261,9,1983
"9134","Boletus edulis",51.83179,-2.654437,9,1999
"9135","Boletus edulis",57.314876,-2.416682,9,1994
"9136","Boletus edulis",50.5823,-3.73351,10,2021
"9137","Boletus edulis",54.220693,-5.942527,9,2021
"9138","Boletus edulis",54.994386,-1.728239,10,2021
"9139","Boletus edulis",56.985221,-2.260895,8,2021
"9140","Boletus edulis",53.372396,-2.857062,11,2021
"9141","Boletus edulis",53.458928,-1.503355,10,2021
"9142","Boletus edulis",50.89187,-1.533555,10,2021
"9143","Boletus edulis",53.468688,-1.956947,10,2021
"9144","Boletus edulis",50.88184,-1.64599,11,2021
"9145","Boletus edulis",51.073229,0.450283,10,2019
"9146","Boletus edulis",51.073166,0.450191,10,2019
"9147","Boletus edulis",53.356861,-2.040383,10,2021
"9148","Boletus edulis",56.577111,-3.170613,10,2021
"9149","Boletus edulis",51.510508,-0.595041,10,2021
"9150","Boletus edulis",53.857155,-2.25703,10,2021
"9151","Boletus edulis",55.658205,-3.533668,10,2021
"9152","Boletus edulis",53.237512,-2.059005,10,2021
"9153","Boletus edulis",55.787434,-3.428943,10,2021
"9154","Boletus edulis",55.695434,-3.542129,10,2021
"9155","Boletus edulis",53.442097,-2.889075,10,2021
"9156","Boletus edulis",53.590875,-3.057844,10,2021
"9157","Boletus edulis",50.907047,-1.605779,10,2021
"9158","Boletus edulis",53.205875,-1.08609,10,2021
"9159","Boletus edulis",55.796769,-3.532705,10,2021
"9160","Boletus edulis",53.667666,-2.589731,10,2021
"9161","Boletus edulis",55.749709,-3.554181,10,2021
"9162","Boletus edulis",55.658021,-3.530543,10,2021
"9163","Boletus edulis",55.602993,-3.322387,10,2021
"9164","Boletus edulis",55.787905,-3.487822,10,2021
"9165","Boletus edulis",55.928055,-4.473421,10,2021
"9166","Boletus edulis",55.65307,-3.295017,10,2021
"9167","Boletus edulis",55.600795,-3.320562,10,2021
"9168","Boletus edulis",55.65312,-3.294783,10,2021
"9169","Boletus edulis",51.430569,-0.287159,10,2021
"9170","Boletus edulis",51.282812,1.102485,10,2021
"9171","Boletus edulis",50.930733,-1.40273,9,2021
"9172","Boletus edulis",54.550468,-3.074938,10,2021
"9173","Boletus edulis",55.630263,-3.498777,10,2021
"9174","Boletus edulis",55.653195,-3.294738,10,2021
"9175","Boletus edulis",55.461803,-2.806706,10,2021
"9176","Boletus edulis",54.603244,-3.228269,9,2021
"9177","Boletus edulis",55.98094,-4.033706,10,2021
"9178","Boletus edulis",55.622837,-3.455123,10,2021
"9179","Boletus edulis",57.879181,-4.256488,9,2021
"9180","Boletus edulis",57.46326,-4.286347,7,2018
"9181","Boletus edulis",57.465055,-4.286459,11,2018
"9182","Boletus edulis",56.427995,-2.838664,9,2021
"9183","Boletus edulis",56.424596,-2.836153,9,2021
"9184","Boletus edulis",56.557818,-3.618962,9,2021
"9185","Boletus edulis",50.972073,-3.558064,8,2021
"9186","Boletus edulis",57.075992,-2.965149,8,2021
"9187","Boletus edulis",55.481333,-5.100205,8,2021
"9188","Boletus edulis",54.976944,-4.076878,8,2021
"9189","Boletus edulis",57.060618,-2.451562,8,2021
"9190","Boletus edulis",54.380028,-2.95435,8,2021
"9191","Boletus edulis",55.144895,-2.986272,8,2021
"9192","Boletus edulis",52.563293,0.743206,8,2021
"9193","Boletus edulis",53.511772,-2.591443,7,2021
"9194","Boletus edulis",53.592252,-3.056898,8,2021
"9195","Boletus edulis",53.984703,-1.758985,8,2021
"9196","Boletus edulis",56.384292,-3.962875,8,2021
"9197","Boletus edulis",56.426387,-2.833952,8,2021
"9198","Boletus edulis",57.238953,-3.709753,8,2021
"9199","Boletus edulis",57.133734,-2.228263,8,2021
"9200","Boletus edulis",50.756818,-3.266341,8,2019
"9201","Boletus edulis",50.686655,-3.377038,9,2018
"9202","Boletus edulis",50.952808,-1.635883,7,2021
"9203","Boletus edulis",53.822523,-0.690419,9,1982
"9204","Boletus edulis",54.42818,-0.644514,9,1970
"9205","Boletus edulis",53.495557,-1.099306,9,1996
"9206","Boletus edulis",53.481048,-1.556196,9,1997
"9207","Boletus edulis",53.416017,-1.18201,9,1989
"9208","Boletus edulis",53.607856,-1.576027,8,1992
"9209","Boletus edulis",53.630369,-1.587899,9,1996
"9210","Boletus edulis",54.048733,-1.006515,9,1979
"9211","Boletus edulis",53.499164,-1.100738,10,2010
"9212","Boletus edulis",54.045318,-1.001175,1,1971
"9213","Boletus edulis",53.891115,-1.914528,1,1983
"9214","Boletus edulis",53.641923,-1.589072,9,1997
"9215","Boletus edulis",53.721273,-2.005494,9,1984
"9216","Boletus edulis",53.631123,-1.585245,9,1996
"9217","Boletus edulis",53.867646,-1.585572,1,1972
"9218","Boletus edulis",57.240611,-3.709084,8,2020
"9219","Boletus edulis",57.572191,-4.196261,10,2020
"9220","Boletus edulis",57.581752,-4.18379,10,2020
"9221","Boletus edulis",57.644821,-4.050006,11,2020
"9222","Boletus edulis",57.706078,-4.468745,11,2020
"9223","Boletus edulis",57.220492,-3.718505,9,2020
"9224","Boletus edulis",57.022311,-3.297584,9,2020
"9225","Boletus edulis",57.221481,-3.71123,9,2020
"9226","Boletus edulis",57.227291,-6.334339,9,2020
"9227","Boletus edulis",51.443562,-2.835204,8,1999
"9228","Boletus edulis",51.457548,-2.762054,10,2010
"9229","Boletus edulis",51.463666,-2.641239,8,2002
"9230","Boletus edulis",52.768611,0.463333,9,2020
"9231","Boletus edulis",51.636196,0.092614,10,2019
"9232","Boletus edulis",50.435982,-4.680871,9,2020
"9233","Boletus edulis",53.380946,-1.569061,8,2008
"9234","Boletus edulis",51.225572,-3.579926,10,2020
"9235","Boletus edulis",50.805001,-0.139429,10,2020
"9236","Boletus edulis",50.940254,-0.024681,11,2020
"9237","Boletus edulis",52.895855,-2.85617,8,2010
"9238","Boletus edulis",52.893625,-3.123687,9,1997
"9239","Boletus edulis",52.502797,-2.377089,10,2005
"9240","Boletus edulis",52.628216,-2.496358,10,1984
"9241","Boletus edulis",52.483981,-2.583086,10,1995
"9242","Boletus edulis",52.681358,-2.659672,10,1998
"9243","Boletus edulis",52.457849,-2.376704,10,2001
"9244","Boletus edulis",52.357033,-2.772298,10,1999
"9245","Boletus edulis",52.884496,-3.138313,9,1993
"9246","Boletus edulis",52.536204,-2.863898,10,2002
"9247","Boletus edulis",52.951105,-2.648886,10,1998
"9248","Boletus edulis",52.39501,-2.346777,9,1995
"9249","Boletus edulis",52.726219,-2.675156,9,2001
"9250","Boletus edulis",52.779418,-2.794581,10,2001
"9251","Boletus edulis",52.421687,-2.435215,10,2008
"9252","Boletus edulis",52.951105,-2.648886,9,1997
"9253","Boletus edulis",52.403862,-2.390943,11,2006
"9254","Boletus edulis",52.634972,-2.88062,8,1972
"9255","Boletus edulis",52.895961,-2.841307,10,2001
"9256","Boletus edulis",52.866802,-3.108138,9,1998
"9257","Boletus edulis",52.403284,-2.537925,10,1999
"9258","Boletus edulis",52.39492,-2.376168,11,2005
"9259","Boletus edulis",52.895961,-2.841307,10,1998
"9260","Boletus edulis",52.493808,-2.377012,10,1998
"9261","Boletus edulis",52.769576,-2.912978,10,1991
"9262","Boletus edulis",52.357128,-2.757616,9,1976
"9263","Boletus edulis",52.726219,-2.675156,10,1999
"9264","Boletus edulis",52.848826,-3.10768,9,1997
"9265","Boletus edulis",52.502797,-2.377089,10,1995
"9266","Boletus edulis",52.493808,-2.377012,10,1993
"9267","Boletus edulis",52.681957,-2.541344,9,2004
"9268","Boletus edulis",52.357033,-2.772298,10,1994
"9269","Boletus edulis",52.575531,-2.952473,10,2017
"9270","Boletus edulis",52.769576,-2.912978,10,2001
"9271","Boletus edulis",52.474992,-2.582967,10,2006
"9272","Boletus edulis",52.420451,-3.006475,9,2017
"9273","Boletus edulis",52.493808,-2.377012,10,1994
"9274","Boletus edulis",52.726219,-2.675156,10,1998
"9275","Boletus edulis",52.41234,-2.523333,9,2010
"9276","Boletus edulis",52.474918,-2.597688,10,2004
"9277","Boletus edulis",52.893483,-3.138548,9,2002
"9278","Boletus edulis",52.436036,-3.023747,11,1991
"9279","Boletus edulis",52.445025,-3.023955,8,1994
"9280","Boletus edulis",52.39492,-2.376168,10,1998
"9281","Boletus edulis",52.895961,-2.841307,10,1999
"9282","Boletus edulis",52.502797,-2.377089,10,2006
"9283","Boletus edulis",52.403284,-2.537925,10,2009
"9284","Boletus edulis",52.914442,-2.767308,10,2004
"9285","Boletus edulis",52.447316,-3.018859,10,2018
"9286","Boletus edulis",52.804161,-3.076876,10,1991
"9287","Boletus edulis",52.38593,-2.376092,10,1997
"9288","Boletus edulis",52.571912,-2.955346,10,2019
"9289","Boletus edulis",52.788406,-2.794745,1,2001
"9290","Boletus edulis",52.556586,-2.4218,9,1994
"9291","Boletus edulis",52.884496,-3.138313,11,1995
"9292","Boletus edulis",52.536519,-2.819674,9,2004
"9293","Boletus edulis",52.40391,-2.376245,11,2003
"9294","Boletus edulis",52.417767,-3.004944,11,2019
"9295","Boletus edulis",52.893483,-3.138548,9,1997
"9296","Boletus edulis",52.348044,-2.772141,10,1994
"9297","Boletus edulis",52.39492,-2.376168,6,1998
"9298","Boletus edulis",52.493808,-2.377012,10,1982
"9299","Boletus edulis",52.394822,-2.405559,10,1999
"9300","Boletus edulis",52.445025,-3.023955,10,1995
"9301","Boletus edulis",52.884496,-3.138313,9,2000
"9302","Boletus edulis",55.920417,-3.19605,9,1987
"9303","Boletus edulis",55.895394,-3.27204,8,2010
"9304","Boletus edulis",54.199384,-5.905272,9,2015
"9305","Boletus edulis",54.739624,-6.668233,10,2013
"9306","Boletus edulis",54.396169,-7.230962,9,2018
"9307","Boletus edulis",54.624709,-5.747968,8,2014
"9308","Boletus edulis",54.198539,-5.90838,9,2015
"9309","Boletus edulis",54.196823,-5.913064,9,2015
"9310","Boletus edulis",54.447708,-5.829626,11,2014
"9311","Boletus edulis",54.370116,-5.592642,3,2006
"9312","Boletus edulis",54.93429,-5.980358,3,2006
"9313","Boletus edulis",54.689253,-7.434767,3,2006
"9314","Boletus edulis",52.793107,-1.25736,9,2020
"9315","Boletus edulis",52.733773,-1.309092,9,2020
"9316","Boletus edulis",52.785315,-1.452841,10,2010
"9317","Boletus edulis",52.748915,-1.364408,9,2011
"9318","Boletus edulis",52.712451,-1.276123,8,2006
"9319","Boletus edulis",52.730605,-1.30544,9,2008
"9320","Boletus edulis",52.730605,-1.30544,11,2014
"9321","Boletus edulis",52.785315,-1.452841,9,2008
"9322","Boletus edulis",52.712451,-1.276123,9,2006
"9323","Boletus edulis",52.712451,-1.276123,10,2001
"9324","Boletus edulis",52.712451,-1.276123,8,2002
"9325","Boletus edulis",52.748915,-1.364408,11,2011
"9326","Boletus edulis",52.712074,-1.21692,10,2001
"9328","Boletus edulis",52.712074,-1.21692,10,2000
"9329","Boletus edulis",52.730244,-1.246211,9,2011
"9330","Boletus edulis",52.766893,-1.364147,8,2010
"9332","Boletus edulis",52.729646,-1.157371,10,1975
"9333","Boletus edulis",52.730775,-1.335055,11,1991
"9334","Boletus edulis",52.730605,-1.30544,9,1993
"9335","Boletus edulis",52.604583,-1.277902,9,1982
"9336","Boletus edulis",52.671079,-0.655673,11,1992
"9337","Boletus edulis",52.730244,-1.246211,10,1981
"9338","Boletus edulis",52.748753,-1.334781,10,2005
"9339","Boletus edulis",52.693898,-1.187652,9,2015
"9340","Boletus edulis",52.730605,-1.30544,9,2000
"9341","Boletus edulis",52.730775,-1.335055,9,2015
"9342","Boletus edulis",52.712074,-1.21692,10,1980
"9343","Boletus edulis",52.694097,-1.217241,9,2015
"9344","Boletus edulis",52.730775,-1.335055,11,2014
"9345","Boletus edulis",52.712451,-1.276123,9,1984
"9346","Boletus edulis",52.748753,-1.334781,11,2011
"9347","Boletus edulis",52.730244,-1.246211,9,1995
"9348","Boletus edulis",52.748753,-1.334781,11,1991
"9349","Boletus edulis",52.730244,-1.246211,10,1990
"9351","Boletus edulis",52.515036,-1.338315,9,1982
"9352","Boletus edulis",52.712451,-1.276123,9,1996
"9353","Boletus edulis",52.58186,-0.717441,7,2007
"9354","Boletus edulis",52.785315,-1.452841,10,2011
"9355","Boletus edulis",52.712451,-1.276123,10,2009
"9356","Boletus edulis",52.623222,-1.395775,10,2010
"9357","Boletus edulis",52.730244,-1.246211,10,1991
"9358","Boletus edulis",52.730052,-1.216598,9,2009
"9359","Boletus edulis",52.741572,-0.534999,10,1989
"9361","Boletus edulis",52.803293,-1.452616,9,1996
"9362","Boletus edulis",52.712451,-1.276123,9,1995
"9363","Boletus edulis",52.712451,-1.276123,10,1990
"9364","Boletus edulis",52.712451,-1.276123,8,1992
"9365","Boletus edulis",52.730244,-1.246211,9,1998
"9366","Boletus edulis",52.671079,-0.655673,1,1982
"9367","Boletus edulis",52.712451,-1.276123,10,2005
"9368","Boletus edulis",52.741572,-0.534999,10,1992
"9369","Boletus edulis",52.785315,-1.452841,10,2005
"9370","Boletus edulis",52.730605,-1.30544,10,2005
"9371","Boletus edulis",52.730244,-1.246211,10,1997
"9372","Boletus edulis",52.730244,-1.246211,9,1996
"9373","Boletus edulis",52.730605,-1.30544,10,2016
"9374","Boletus edulis",52.730244,-1.246211,10,1983
"9376","Boletus edulis",52.58186,-0.717441,1,1997
"9377","Boletus edulis",52.730052,-1.216598,11,1990
"9378","Boletus edulis",52.730775,-1.335055,9,2002
"9380","Boletus edulis",52.748915,-1.364408,8,2010
"9381","Boletus edulis",52.550993,-1.337774,9,1982
"9382","Boletus edulis",52.730052,-1.216598,9,2010
"9383","Boletus edulis",52.730605,-1.30544,10,1991
"9385","Boletus edulis",52.730052,-1.216598,9,2008
"9386","Boletus edulis",52.694097,-1.217241,9,1994
"9388","Boletus edulis",52.730244,-1.246211,10,1999
"9389","Boletus edulis",52.730605,-1.30544,10,2017
"9392","Boletus edulis",58.310472,-4.928967,8,2008
"9393","Boletus edulis",57.955412,-4.730888,8,2006
"9394","Boletus edulis",58.141235,-5.237953,9,2001
"9395","Boletus edulis",58.150632,-5.221806,9,2001
"9396","Boletus edulis",58.15917,-5.239584,9,2002
"9397","Boletus edulis",58.23304,-5.161121,8,2001
"9398","Boletus edulis",57.777699,-5.037076,10,2008
"9399","Boletus edulis",58.160028,-5.205651,8,2009
"9400","Boletus edulis",58.241586,-5.178926,7,2001
"9401","Boletus edulis",58.078464,-5.232261,10,2003
"9402","Boletus edulis",57.96824,-4.545852,9,2004
"9403","Boletus edulis",57.976532,-4.580268,9,2004
"9404","Boletus edulis",58.002066,-4.175912,10,2006
"9405","Boletus edulis",57.786669,-5.03783,9,2004
"9406","Boletus edulis",58.034055,-5.211303,9,2003
"9407","Boletus edulis",57.464287,-4.04622,9,2020
"9408","Boletus edulis",53.371519,-1.593406,10,2002
"9409","Boletus edulis",53.321084,-1.565362,9,2003
"9410","Boletus edulis",53.446143,-1.598717,9,2020
"9411","Boletus edulis",53.475638,-1.551732,10,2007
"9412","Boletus edulis",53.375025,-1.56782,9,2001
"9413","Boletus edulis",53.374148,-1.573841,9,2001
"9414","Boletus edulis",53.371519,-1.593406,9,2001
"9415","Boletus edulis",55.615412,-2.668107,9,2020
"9416","Boletus edulis",51.656355,-3.916495,10,1974
"9417","Boletus edulis",51.721782,-3.373299,9,1994
"9418","Boletus edulis",51.627315,-3.307164,9,1989
"9419","Boletus edulis",51.590469,-3.360673,11,1971
"9420","Boletus edulis",51.527524,-3.414007,10,1991
"9421","Boletus edulis",50.947091,-0.015713,11,2020
"9422","Boletus edulis",52.600898,-1.937327,11,2020
"9423","Boletus edulis",50.86333,-1.626053,11,2020
"9424","Boletus edulis",51.070134,0.07883,8,2020
"9425","Boletus edulis",51.068102,0.085554,11,2020
"9426","Boletus edulis",57.190605,-4.773485,9,2009
"9427","Boletus edulis",58.251845,-3.597313,10,2006
"9428","Boletus edulis",57.514331,-4.24446,9,1997
"9429","Boletus edulis",57.199642,-3.636229,8,2011
"9430","Boletus edulis",57.530068,-4.551135,10,2015
"9431","Boletus edulis",57.490678,-4.075228,7,2020
"9432","Boletus edulis",57.60135,-3.804637,9,1996
"9433","Boletus edulis",57.227831,-3.65714,8,2011
"9434","Boletus edulis",57.819634,-5.177879,8,2010
"9435","Boletus edulis",56.891712,-5.046056,8,2009
"9436","Boletus edulis",57.386588,-4.422175,10,2013
"9437","Boletus edulis",57.940572,-4.009158,10,2003
"9438","Boletus edulis",58.075027,-4.028579,9,2010
"9439","Boletus edulis",57.604043,-3.80477,9,1996
"9440","Boletus edulis",58.523327,-3.78651,8,2009
"9441","Boletus edulis",58.537443,-3.601697,8,2014
"9442","Boletus edulis",57.314732,-4.849272,9,2013
"9443","Boletus edulis",57.249647,-3.786147,6,2014
"9444","Boletus edulis",57.243798,-3.692709,8,2011
"9445","Boletus edulis",57.307345,-3.622535,7,1993
"9446","Boletus edulis",58.489066,-4.628927,10,2009
"9447","Boletus edulis",57.600881,-4.448886,9,2015
"9448","Boletus edulis",57.023417,-3.294921,9,2015
"9449","Boletus edulis",57.45973,-4.282792,7,2017
"9450","Boletus edulis",57.079201,-3.992045,8,2014
"9451","Boletus edulis",57.45423,-4.231189,8,2013
"9452","Boletus edulis",57.558432,-4.592409,9,1981
"9453","Boletus edulis",57.50991,-3.939427,7,2020
"9454","Boletus edulis",57.430841,-4.155299,8,2014
"9455","Boletus edulis",57.582244,-3.644423,8,2014
"9456","Boletus edulis",57.196549,-3.62118,8,2011
"9457","Boletus edulis",57.252133,-3.66395,8,2012
"9458","Boletus edulis",57.16586,-3.72217,9,2014
"9459","Boletus edulis",57.612361,-3.788442,9,1996
"9460","Boletus edulis",57.415278,-4.773806,9,2013
"9461","Boletus edulis",57.239282,-3.732652,9,2019
"9462","Boletus edulis",57.256936,-3.666969,10,2017
"9463","Boletus edulis",58.028004,-3.932773,9,2010
"9464","Boletus edulis",58.255407,-3.449212,10,2003
"9465","Boletus edulis",57.022077,-3.274037,9,2018
"9466","Boletus edulis",57.417612,-4.769818,9,1994
"9467","Boletus edulis",57.22385,-3.756956,10,2018
"9468","Boletus edulis",57.272624,-3.880158,7,2019
"9469","Boletus edulis",57.474704,-4.198662,9,1995
"9470","Boletus edulis",57.389277,-4.339397,9,2014
"9472","Boletus edulis",57.269497,-4.862364,9,2013
"9473","Boletus edulis",57.583206,-4.574012,9,2012
"9474","Boletus edulis",57.164231,-3.89739,6,2014
"9475","Boletus edulis",57.338836,-3.618939,8,1993
"9476","Boletus edulis",57.233294,-3.624085,8,2011
"9477","Boletus edulis",57.225329,-3.714324,8,2019
"9478","Boletus edulis",57.190605,-4.773485,9,2009
"9479","Boletus edulis",57.224668,-3.756266,9,2019
"9480","Boletus edulis",53.198867,-1.628901,11,2020
"9481","Boletus edulis",50.997074,-0.041752,10,2020
"9482","Boletus edulis",51.218855,-2.160878,10,2019
"9483","Boletus edulis",57.006133,-3.551192,9,2020
"9484","Boletus edulis",50.947646,-0.062626,10,2020
"9485","Boletus edulis",51.064496,-0.093882,10,2020
"9486","Boletus edulis",51.044553,-3.560828,8,2020
"9487","Boletus edulis",51.746889,0.706994,10,2020
"9488","Boletus edulis",50.989409,-0.712884,10,2019
"9489","Boletus edulis",51.290376,0.186511,10,2019
"9490","Boletus edulis",57.202895,-2.457625,9,2001
"9493","Boletus edulis",57.210974,-2.459381,9,2017
"9494","Boletus edulis",57.355937,-2.760358,9,2017
"9495","Boletus edulis",57.202895,-2.457625,9,2002
"9497","Boletus edulis",57.020235,-3.591884,9,2000
"9499","Boletus edulis",57.009075,-3.476136,9,2000
"9500","Boletus edulis",57.595839,-3.716518,9,2013
"9501","Boletus edulis",57.095483,-2.335825,9,2017
"9502","Boletus edulis",57.043525,-3.525301,9,2000
"9503","Boletus edulis",57.77796,-5.585005,8,2008
"9504","Boletus edulis",55.84266,-3.659439,8,2011
"9505","Boletus edulis",55.500366,-4.435654,9,1992
"9506","Boletus edulis",51.323074,-2.769151,9,2013
"9507","Boletus edulis",51.324422,-2.525202,9,1997
"9509","Boletus edulis",53.394952,-2.828561,10,2007
"9510","Boletus edulis",53.572777,-3.073661,10,2016
"9511","Boletus edulis",53.340594,-2.887584,10,2016
"9512","Boletus edulis",53.572777,-3.073661,9,2012
"9513","Boletus edulis",53.467629,-2.709464,10,2006
"9514","Boletus edulis",53.340594,-2.887584,10,2013
"9515","Boletus edulis",53.376544,-2.888332,8,2014
"9516","Boletus edulis",53.520983,-2.800853,4,1992
"9517","Boletus edulis",53.467629,-2.709464,10,1996
"9518","Boletus edulis",53.358789,-2.857911,8,2011
"9519","Boletus edulis",53.394952,-2.828561,9,2017
"9520","Boletus edulis",53.467629,-2.709464,10,1996
"9521","Boletus edulis",53.467629,-2.709464,9,1986
"9522","Boletus edulis",53.467629,-2.709464,10,2003
"9524","Boletus edulis",53.394952,-2.828561,9,2011
"9525","Boletus edulis",53.467629,-2.709464,12,1984
"9526","Boletus edulis",53.394952,-2.828561,10,2012
"9528","Boletus edulis",51.595234,-2.363024,12,2000
"9529","Boletus edulis",53.448664,-2.859722,10,1991
"9530","Boletus edulis",53.394952,-2.828561,10,2006
"9531","Boletus edulis",53.376764,-2.858272,9,2009
"9532","Boletus edulis",51.324422,-2.525202,8,1997
"9533","Boletus edulis",51.382971,-2.75363,12,1984
"9534","Boletus edulis",53.394952,-2.828561,8,2010
"9535","Boletus edulis",51.458717,-2.641889,12,1996
"9536","Boletus edulis",53.503008,-2.800514,8,1990
"9537","Boletus edulis",53.485033,-2.800176,9,1990
"9538","Boletus edulis",53.394952,-2.828561,10,2015
"9539","Boletus edulis",53.572777,-3.073661,9,1999
"9540","Boletus edulis",53.591018,-3.043907,10,1999
"9541","Boletus edulis",53.394952,-2.828561,8,2014
"9542","Boletus edulis",51.327029,-2.782852,9,2010
"9543","Boletus edulis",53.358569,-2.887958,11,2011
"9544","Boletus edulis",53.359001,-2.827864,10,2017
"9545","Boletus edulis",53.430469,-2.889456,10,2001
"9546","Boletus edulis",53.394952,-2.828561,8,2008
"9547","Boletus edulis",53.467629,-2.709464,9,1994
"9548","Boletus edulis",53.376764,-2.858272,9,2004
"9549","Boletus edulis",53.467629,-2.709464,9,1995
"9550","Boletus edulis",53.394952,-2.828561,10,2013
"9551","Boletus edulis",53.340594,-2.887584,11,2011
"9552","Boletus edulis",53.467629,-2.709464,10,2010
"9553","Boletus edulis",53.572777,-3.073661,8,2016
"9554","Boletus edulis",53.358569,-2.887958,11,2011
"9555","Boletus edulis",53.520983,-2.800853,9,1986
"9556","Boletus edulis",53.572777,-3.073661,9,2014
"9557","Boletus edulis",51.805746,-3.125434,9,1995
"9558","Boletus edulis",51.808042,-3.120415,10,1993
"9559","Boletus edulis",51.808042,-3.120415,10,1995
"9560","Boletus edulis",51.805164,-3.139198,9,2004
"9561","Boletus edulis",51.808042,-3.120415,9,1994
"9562","Boletus edulis",52.701945,-3.056895,10,1994
"9563","Boletus edulis",51.805164,-3.139198,10,2005
"9564","Boletus edulis",51.806175,-3.12762,9,1999
"9565","Boletus edulis",51.805206,-3.134848,9,2004
"9566","Boletus edulis",56.081793,-3.720891,8,2011
"9567","Boletus edulis",56.085486,-3.431773,10,1995
"9568","Boletus edulis",56.103449,-3.43244,10,2013
"9569","Boletus edulis",56.066367,-3.527442,8,2011
"9570","Boletus edulis",56.064276,-3.687984,7,2011
"9571","Boletus edulis",56.085486,-3.431773,9,1989
"9572","Boletus edulis",56.085486,-3.431773,8,1996
"9574","Boletus edulis",56.085486,-3.431773,10,1995
"9575","Boletus edulis",56.082237,-3.68877,7,2012
"9576","Boletus edulis",56.082237,-3.68877,8,2017
"9577","Boletus edulis",56.082237,-3.68877,10,1999
"9578","Boletus edulis",53.175293,-3.273175,10,2019
"9579","Boletus edulis",53.083738,-3.419775,9,2016
"9580","Boletus edulis",53.083738,-3.419775,9,2018
"9581","Boletus edulis",53.086926,-3.121251,8,2010
"9582","Boletus edulis",53.086926,-3.121251,9,2018
"9583","Boletus edulis",53.164951,-4.020829,8,2013
"9584","Boletus edulis",53.077553,-3.867437,10,2013
"9585","Boletus edulis",52.900099,-3.711115,10,1995
"9586","Boletus edulis",52.900099,-3.711115,9,2001
"9587","Boletus edulis",52.985282,-4.01243,8,2003
"9588","Boletus edulis",52.808018,-3.855862,9,2003
"9589","Boletus edulis",56.530337,-5.310575,9,2011
"9590","Boletus edulis",56.491911,-5.439266,9,2010
"9591","Boletus edulis",56.400842,-5.442389,9,2010
"9592","Boletus edulis",56.431341,-5.206963,10,2012
"9593","Boletus edulis",56.436287,-5.314558,8,2011
"9594","Boletus edulis",56.519147,-5.308786,8,2011
"9595","Boletus edulis",56.583831,-5.191858,9,2016
